primary_name,Week Name,Session Name,Offer Name,Per Pax Coupon Value,Fixed Coupon Value,From Group Size,To Group Size,VoucherHeadId,city
"Metro Junction Mall, Kalyan",SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Metro Junction Mall, Kalyan",SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
Banjara Hills,SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
Banjara Hills,SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
"Nanakramguda Road, Gachibowli",THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Hyderabad
The Grand Mall Velachery,SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
The Grand Mall Velachery,SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"KNK Road, Nungambakkam",SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chennai
"Rosa Vista, Ghodbunder Road",TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
"Rosa Vista, Ghodbunder Road",SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mumbai
Rajaji Nagar,WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
Rajaji Nagar,SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,
"Unity Mall, Janakpuri",SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Unity Mall, Janakpuri",SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
Sector 26,SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
Sector 26,SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Chandigarh
"River Side Mall, Gomti Nagar",WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
"River Side Mall, Gomti Nagar",SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Lucknow
Sector 59,MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
Sector 59,SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Mohali
"Sector C, Vasant Kunj",SUNDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",FRIDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
"Sector C, Vasant Kunj",SATURDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,New Delhi
Sohna Road,MONDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,TUESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,WEDNESDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,THURSDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,FRIDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,SATURDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,SUNDAY,Lunch,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,MONDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,TUESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,WEDNESDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
Sohna Road,THURSDAY,Dinner,Coupon in Same Visit & Next Visit,50,Next visit 1000/- coupon code With 1 month validity,15,25,69683.0,Gurugram
